id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas ,skdl_id,skdl_description,skdl_imageurl,skdl_latitude,skdl_longitude,skdl_type
,The Parlour At The Baltic Hotel,,,16-18 Jamaica Street,,L10AF,,01513185840,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106109,,,53.3983318,-2.9824678,live
,The Baltic Hotel Liverpool,,,16-18 Jamaica Street,,L10AF,,01512187230,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106544,,https://dhzjvxyl79yzn.cloudfront.net/4/106544_0_the-baltic-hotel-liverpool_th.jpg,53.3983318,-2.9824678,bar
,Svara Radio,,,"10-14, Jamaica Street Liverpool, L1 0AF",,L10AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107685,,https://dhzjvxyl79yzn.cloudfront.net/5/107685_0_svara-radio_th.jpg,53.3983318,-2.9824678,Nightclub
,Clarence Dock In Liverpool,,,"15FC West End Road, Mahadevapura",,L10AR,,,,,,,,,,,,Bengaluru South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87214,,,53.3965691,-2.9820335,Nightclub
,24 Kitchen Street,,,24 Kitchen Street,,L10AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48870,,https://dhzjvxyl79yzn.cloudfront.net/0/48870_3_24-kitchen-street_th.jpg,53.39704,-2.982373,live
,Kitchen Street Liverpool L1 0AN,,," Kitchen Street Liverpool, L1 0AN",,L10AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94001,,,53.3971508,-2.9824081,Nightclub
,Green Room,,,24 Kitchen Street,,L10AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112681,,,53.3971836,-2.9821857,Nightclub
,Ditto Coffee,,,10-14 Jamaica Street,,L10AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100515,,,53.397419,-2.981874,Other
,Jamaica Street,,,20-26 Jamaica Street,,L10AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111306,,,53.397283,-2.981502,Other
,Yogacita,,,20 Watkinson Street,,L10AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110196,,,53.396487,-2.981388,Other
,The Duck And Swagger Pub,,,16-18 Jamaica Street,,L10AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112019,,,53.39679,-2.981438,bar
,TBC,,,Liverpool,,L10aa,,07507881842,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57430,,,53.3967535,-2.9812408,Nightclub
,Movies,,,21 Jamaica Street,,L10AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85374,,,53.3967535,-2.9812408,Other
,Liverpool Venue Tba,,,Liverpool,,L10AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101806,,,53.3967633,-2.9810171,Nightclub
,Camp And Furnace Blade Factory,,,"Kerson Works, 67 Greenland Street",,L10BY,,01517082890,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98515,,,53.394567,-2.980161,bar
,The Warehouse,,,46 Greenland Street,,L10BS,,01517080023,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51788,,,53.394734,-2.979685,Nightclub
,Botanical Garden,,," New Bird Street, Liverpool, L1",,L10AH,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69764,,,53.395232,-2.979497,Nightclub
,34 GREENLAND STREET,,,34 GREENLAND STREET (OFF JAMAICA STREET),,L10BS,,,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44316,,,53.395013,-2.978896,Nightclub
,The Garage,,,34 Greenland Street,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46762,,https://dhzjvxyl79yzn.cloudfront.net/2/46762_3_the-garage_th.jpg,53.395013,-2.978832,Nightclub
,Hanger34,,,34 Greenland Street,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111340,,,53.3951187,-2.9788966,Nightclub
,Contemporary Urban Center,,,41 - 51 Greenland Street ,,L10BS,,01517083510,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8918,,https://dhzjvxyl79yzn.cloudfront.net/8/8918_th.jpg,53.3951,-2.978841,bar
,"CUC, Unity Theatre,  Various",,,41 â 51 Greenland Street,,L10BS,,01517083510,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22288,,,53.3951087,-2.9788148,Theatre
,Baltic Triangle,,,Jamaica Street,,L10BS,,01517071616,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27782,,,53.3951087,-2.9788148,Nightclub
,Hangar 34,,,34 Greenland Street,,L10BS,,01517030100,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73396,,https://dhzjvxyl79yzn.cloudfront.net/6/73396_1_hangar-34_th.jpg,53.395164,-2.978708,Nightclub
,Brick Street ,,,44a Brick Street,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85681,,https://dhzjvxyl79yzn.cloudfront.net/1/85681_1_brick-street-_th.jpg,53.3959592,-2.9803382,Nightclub
,The Brick,,,44 Brick Street,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87854,,,53.3959592,-2.9803382,Nightclub
,Baltic Checkpoint Charlie,,,"44 Brick St, Liverpool L1 0BN",,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106395,,,53.3960405,-2.9801743,Nightclub
,Checkpoint Charlies ,,,44 Brick Street,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109607,,,53.3960405,-2.9801743,Nightclub
,Baltic Checkpoint Charlies,,,44 Brick Street,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110349,,,53.3960405,-2.9801743,live
,Coffee And Fandisha Ltd,,,5 Brick Street,,L10BL,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107776,,https://dhzjvxyl79yzn.cloudfront.net/6/107776_0_coffee-and-fandisha-ltd_th.jpg,53.3960409,-2.9790313,bar
,HAUS Warehouse,,,35-39 Greenland St,,L10BS,,07718063060,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37298,,,53.3947445,-2.9782951,Nightclub
,Multi Venue,,,34 Greenland Street,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65493,,,53.3947445,-2.9782951,Nightclub
,The Great Baltic Warehouse,,,32 greenland ,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66865,,,53.3947445,-2.9782951,bar
,Constellations,,,35-39 Greenland Street,,L10BS,,01513456302,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55651,,https://dhzjvxyl79yzn.cloudfront.net/1/55651_4_constellations_th.jpg,53.394616,-2.978134,live
,Various Venues In Liverpool,,,This event occurs in various venues in Liverpool. Postcode may not be accurate.,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94705,,,53.3948858,-2.9784267,bar
,2 New Bird Street Liverpool L1 0DN,,,2-4 New Bird Street,,L10DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89438,,,53.395449,-2.9780334,Nightclub
,New Bird Street Warehouse,,,5 New Bird Street,,L10DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58614,,https://dhzjvxyl79yzn.cloudfront.net/4/58614_1_new-bird-street-warehouse_th.jpg,53.3954046,-2.977814,Other
,BGLX,,,"5 New Bird Street, Liverpool",,L10DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67091,,,53.3954046,-2.977814,other
,Liverpool Botanical Gin Garden,,,5 New Bird Street,,L10DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72991,,https://dhzjvxyl79yzn.cloudfront.net/1/72991_0_liverpool-botanical-gin-garden_th.jpg,53.3954046,-2.977814,Outdoors
,CUC Liverpool,,,41 - 51 Greenland Street,,L10BS,,01517083510,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14108,,,53.395068,-2.977262,Gallery
,Warehouse TBA (Baltic Triangle Liverpool),,,Baltic Triangle,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55877,,,53.395514,-2.978312,Nightclub
,Bisque It,,,54 St. James Street,,L10AB,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115661,,,53.396773,-2.9798453,live
,Siren,,,54 St James Street,,L10AB,,01517068148,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41646,,https://dhzjvxyl79yzn.cloudfront.net/6/41646_1_siren_th.jpg,53.3971639,-2.9803208,bar
,The Womens Organisation 54 St. James Street Liverpool,,,54 St. James Street,,L10AB,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79597,,https://dhzjvxyl79yzn.cloudfront.net/7/79597_0_-the-womens-organisation-54-st-james-street-liverpool-l1_th.jpg,53.3971639,-2.9803208,Other
,Drezla Lounge,,,liverpool Hardman street,,L15eb,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,,,53.397885,-2.980108,live
,DREZLA LOUNGE LIVERPOOL,,,HARDMAN ST,,L15EB,,,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776,,,53.397885,-2.980108,live
,Nordic Church And Cultural Centre,,,138 Park Lane,,L18HG,,01517097763,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61937,,,53.3986893,-2.9828374,Other
,The Scandinavian Seaman's Church,,,138 Park Lane,,L18HG,,01517097763,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20212,,https://dhzjvxyl79yzn.cloudfront.net/2/20212_th.jpg,53.3995493,-2.984271,live
,Scandinavian Seaman's Church,,,138 Park Lane,,L18HG,,01517097763,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21504,,https://dhzjvxyl79yzn.cloudfront.net/4/21504_th.jpg,53.3995493,-2.984271,live
,PINS Social Club,,,45 - 61 Duke Street,,L15AP,,01513700000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105821,,https://dhzjvxyl79yzn.cloudfront.net/1/105821_1_pins-social-club_th.jpg,53.4023309,-2.983673,bar
,Phase. ,,,21 Henry Street ,,L15BS,,07712246621,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108241,,,53.40174,-2.9833886,Nightclub
,9,,,"9 Henry Street Liverpool, L1 5BS",,L15BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97494,,,53.4017746,-2.9832228,Nightclub
,Voodoo,,,"62 Le Bateau,  Duke Street",,L15AA,,01517096508,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,53.401739,-2.982573,Nightclub
,Club S,,,"64 Duke Street, Liverpool City Centre, ",,L15AA,,01517073575,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10216,,,53.40174,-2.982573,Nightclub
,Club So,,,"64 Duke Street, Liverpool City Centre",,L15AA,,01517073575,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10217,,https://dhzjvxyl79yzn.cloudfront.net/7/10217_th.jpg,53.40174,-2.982573,Nightclub
,Privilege,,,64 Duke Street,,L15AA,,01513453745,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44196,,https://dhzjvxyl79yzn.cloudfront.net/6/44196_1_privilege_th.jpg,53.4017479,-2.982547,Nightclub
,Club Privilege,,,64 Duke St,,L15AA,,01513453745,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48472,,https://dhzjvxyl79yzn.cloudfront.net/2/48472_1_club-privilege_th.jpg,53.4017479,-2.982547,Nightclub
,Sound Food And Drink ,,,52 Duke Street ,,L15AA,,01517076363,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56869,,,53.4017479,-2.982547,bar
,TiLT,,,45-61 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58408,,,53.4017479,-2.982547,live
,Sound,,,62 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81160,,,53.4017479,-2.982547,bar
,TBA ,,,TBA ,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82381,,,53.4017479,-2.982547,Nightclub
,The Green Rooms,,,78 Duke Street,,L15AA,,01519227771,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85281,,https://dhzjvxyl79yzn.cloudfront.net/1/85281_0_the-green-rooms_th.jpg,53.4017479,-2.982547,live
,Le Bateau,,,62 Duke Street,,L15AA,,01517096508,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14701,,https://dhzjvxyl79yzn.cloudfront.net/1/14701_th.jpg,53.401813,-2.982428,Nightclub
,43 Duke Street Liverpool,,,43 Duke Street,,L15AP,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79081,,,53.402196,-2.983253,Other
,SOUND Basement ,,,52 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84824,,,53.401913,-2.982882,live
,Tabac,,,126 Bold St,,L14JA,,01517079795,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15119,,,53.402204,-2.982892,bar
,Asylum Liverpool,,,21 Henry St,,L15BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98197,,https://dhzjvxyl79yzn.cloudfront.net/7/98197_1_asylum-liverpool_th.jpg,53.401452,-2.982413,Nightclub
,The Greenroom,,,78 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95249,,,53.4015607,-2.9816429,live
,64 Duke Street,,,64 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104187,,https://dhzjvxyl79yzn.cloudfront.net/7/104187_0_64-duke-street_th.jpg,53.4015607,-2.9816429,Nightclub
,Rude Rooftop Terrace ,,,64 Duke Street,,L15AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105462,,,53.4016172,-2.9819268,Nightclub
,Ego Nightclub,,,duke street,,L15aa,,01513453745,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55199,,https://dhzjvxyl79yzn.cloudfront.net/9/55199_1_ego-nightclub_th.jpg,53.40171,-2.981796,Nightclub
,The Pleasurerooms,,,1 Wolstenholme Square,,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70306,,,53.402321,-2.982352,Nightclub
,Pleasure Rooms,,,3 Henry Street,,L15BS,,01517099739,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40186,,,53.402291,-2.982166,Nightclub
,Seven Bro7hers Liverpool,,,"Unit 1 Block D, Wolstenholme Square, Parr Street Liverpool, L1 4JJ United Kingdom",,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114751,,,53.4022697,-2.9816354,Nightclub
,Creamnation ,,,3 parr st ,,L14jj,,01517071309,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48264,,,53.4023227,-2.9815073,Nightclub
,Secret Location Liverpool,,,Liverpool L1,,L11aa,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55193,,,53.401649,-2.980563,Nightclub
,Mello Mello,,,Slater Street,,L14BX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17866,,,53.4019709,-2.9805667,live
,Santa Chupitos,,,41 Slater Street,,L14BX,,01511231234,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24268,,,53.4019709,-2.9805667,bar
,Mellow Mellow,,,40-42 Slater St,,L14bx,,01517070898,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27078,,,53.4019709,-2.9805667,live
,The Merchant Liverpool,,,40-42 Slater Street,,L14BX,,01517076816,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73233,,https://dhzjvxyl79yzn.cloudfront.net/3/73233_0_the-merchant-liverpool_th.jpg,53.4019709,-2.9805667,bar
,Outpost Hangar 34 Phase One Studios   Liverpool,,,Please see event details for addresses. Postcode is not accurate for all events.,,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94704,,,53.4023418,-2.9807939,bar
,Can Cook Studio,,,"Can Cook Studio, The Matchworks, Garston, Liverpool ",,L12RF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35702,,,53.399397,-2.9803698,bar
,TBA Liverpool,,,0151,,L10BA,,0151100100,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37058,,,53.399397,-2.9803698,Nightclub
,VENUE TO BE ANNOUNCED IN LIVERPOOL,,,LIVERPOOL,,L11AB,,,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55859,,,53.399397,-2.9803698,Nightclub
,L1,,,Liverpool,,L1,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61532,,,53.399397,-2.9803698,other
,Church St,,,Liverpool,,L1,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61550,,,53.399397,-2.9803698,other
,George Henry Lee Building,,," Williamson Square Liverpool, L1",,L11AD,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88147,,,53.399397,-2.9803698,Other
,The Academy Restaurant,,,82 Tradewind Square,,L15BG,,01512524512,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82894,,https://dhzjvxyl79yzn.cloudfront.net/4/82894_0_the-academy-restaurant_th.jpg,53.399497,-2.979078,Restaurant
,Reem Lounge,,,9 Madison Square,,L15FD,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99320,,https://dhzjvxyl79yzn.cloudfront.net/0/99320_0_reem-lounge_th.jpg,53.4002369,-2.9788528,Restaurant
,Chinatown Liverpool,,,12 Nelson Street,,L15DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95076,,,53.3986932,-2.9781143,Outdoors
,The Bagelry,,,42 Nelson Street,,L15DN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91190,,,53.3989778,-2.977941,Restaurant
,The Blackie (Black E),,,1 Great George Street,,L15EW,,01517095109,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56983,,https://dhzjvxyl79yzn.cloudfront.net/3/56983_1_the-blackie-black-e_th.jpg,53.3991969,-2.9768481,Theatre
,The Black E,,,1 Great George Street,,L15EW,,01517095109,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24178,,https://dhzjvxyl79yzn.cloudfront.net/8/24178_th.jpg,53.399215,-2.976846,live
,LIVERPOOL Secret Location,,,Liverpool,,L87PL,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28754,,,53.399322,-2.976654,Sports
,Deliveroos The Great Wall Of Chinese,,,2 Nelson Street,,L15DR,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95588,,https://dhzjvxyl79yzn.cloudfront.net/8/95588_0_deliveroos-the-great-wall-of-chinese_th.jpg,53.3997347,-2.9769823,Outdoors
,Venue TBC,,,Bold Street,,L14DS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65644,,,53.400107,-2.976593,Nightclub
,Mayur Indian Restaurant,,,130 Duke Street,,L15AG,,01517099955,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95794,,,53.4010047,-2.9802333,Restaurant
,STUDIO2,,,"33-45 Parr Street, Liverpool, L1 4JN",,L14JN,,01517071050,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14875,,https://dhzjvxyl79yzn.cloudfront.net/5/14875_2_studio2_th.jpg,53.401281,-2.978859,live
,Casa,,,Hope street,,L19jw,,07944564302,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,,,53.401563,-2.980369,Nightclub
,"Parr Street Studios,",,,"33-45 Parr Street,",,L14jn,,01517086345,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18686,,,53.4014387,-2.9797617,bar
,El Bandito,,,41B Slater Street,,L14BX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100951,,https://dhzjvxyl79yzn.cloudfront.net/1/100951_0_el-bandito_th.jpg,53.4020153,-2.9803433,bar
,Spanish Caravan Slater Street ,,,34 Slater Street,,L14BX,,07507890916,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107191,,,53.402085,-2.980325,bar
,Spanish Caravan,,,34A Slater Street,,L14BX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110858,,https://dhzjvxyl79yzn.cloudfront.net/8/110858_0_spanish-caravan_th.jpg,53.40209,-2.980261,bar
,Liverpool City Centre,,,34A Slater Street,,L14BX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13291,,https://dhzjvxyl79yzn.cloudfront.net/1/13291_2_liverpool-city-centre_th.jpg,53.402083,-2.980237,Outdoors
,Pink Bar,,,4-6 Victoria Street,,L16QE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18332,,https://dhzjvxyl79yzn.cloudfront.net/2/18332_th.jpg,53.4019683,-2.9798374,bar
,Currys.digital,,,Church Street,,L19YY,,08706097984,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9297,,,53.402051,-2.979837,Outdoors
,World Wide Release,,,-,,L18JQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10915,,,53.402051,-2.979837,live
,Mojo,,,"Stables, Back Berry Street, ",,L14GB,,08456118643,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11260,,https://dhzjvxyl79yzn.cloudfront.net/0/11260_th.jpg,53.402051,-2.979837,Nightclub
,Blush Rooftop Gardens,,,43a Seel Street,,L14AZ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110951,,,53.402259,-2.979644,Outdoors
,The Zanzibar,,,43 Seel Street,,L14AZ,,01513052424,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37378,,https://dhzjvxyl79yzn.cloudfront.net/8/37378_1_the-zanzibar_th.jpg,53.402222,-2.97951,live
,The Attic,,,33-45 Parr Street,,L14JN,,01517078713,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33576,,https://dhzjvxyl79yzn.cloudfront.net/6/33576_1_the-attic_th.jpg,53.4015934,-2.979475,live
,The Brink,,, 15-21 Parr Street ,,L14JN,,01517030582,,,,,,,,,, Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34924,,,53.4015934,-2.979475,live
,Parr Street Studios,,,33-45 Parr Street,,L14JN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58136,,,53.4015934,-2.979475,live
,Crazy Pedros ,,,25 Parr St,,L14JN,,01515592599,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85194,,,53.4015934,-2.979475,bar
,Studio 2 Parr Street,,,33-45 Parr Street,,L14JN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86043,,,53.4015934,-2.979475,live
,3345 Parr Street,,,33-45 Parr Street,,L14JN,,01517086345,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17318,,,53.401526,-2.979351,bar
,Walk The Plank,,,albert dock,,L14bh,,01254238728,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10989,,,53.401823,-2.979041,live
,Circus,,,"The Masque, 90 Seel Street",,L14BH,,01517076171,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,,,53.401822,-2.97904,Nightclub
